DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,CIIU,INGRESOS_OPERACIONALES,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO,ANO_DE_CORTE,SUPERVISOR_SUPERSALUD,SUPERVISOR_SUPERSERVICIOS,SUPERVISOR_SUPERSOCIEDADES,SUPERVISOR_SUPERTRANSPORTE,SUPERVISOR_SUPERVIGILANCIA,REGION_Bogotá - Cundinamarca,REGION_Centro - Oriente,REGION_Costa Atlántica,REGION_Costa Pacífica,REGION_Eje Cafetero,REGION_Otros,MACROSECTOR_COMERCIO,MACROSECTOR_CONSTRUCCIÓN,MACROSECTOR_MANUFACTURA,MACROSECTOR_MINERO,MACROSECTOR_SERVICIOS
5,60,301,0.15,0.07,0.05,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,246,0.15,0.07,0.05,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,71,380,0.15,0.08,0.03,0.05,2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,108,186,0.15,0.04,0.04,0.0,2024,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,343,353,0.15,0.36,0.54,-0.18,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,60,379,0.15,0.15,0.08,0.06,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,188,0.15,0.44,0.42,0.03,2024,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5,60,212,0.15,0.12,0.1,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,8,0.15,0.08,0.07,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,48,363,0.15,0.1,0.07,0.03,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,343,205,0.15,0.02,0.01,0.01,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48,220,0.15,0.18,0.1,0.08,2024,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4,48,293,0.14,0.11,0.11,0.0,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5,60,7,0.14,0.05,0.02,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,198,0.14,0.09,0.03,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,384,0.14,0.04,0.02,0.01,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14,361,401,0.14,0.04,0.02,0.02,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,212,0.14,0.08,0.08,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,226,0.14,0.07,0.03,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,328,0.14,0.3,0.11,0.19,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15,153,221,0.14,0.1,0.05,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,363,0.14,0.09,0.05,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,356,0.14,0.07,0.03,0.04,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,471,245,0.14,0.04,0.02,0.02,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,4,0.14,0.09,0.06,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,88,220,0.14,0.1,0.07,0.03,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,185,190,0.14,0.15,0.1,0.06,2024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,60,338,0.14,0.07,0.03,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,4,0.14,0.12,0.06,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,220,0.14,0.05,0.01,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,201,0.14,0.11,0.06,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,71,198,0.14,0.05,0.02,0.04,2024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4,48,284,0.14,0.06,0.04,0.02,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
36,647,206,0.14,0.03,0.02,0.01,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
15,153,367,0.14,0.09,0.07,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,380,0.14,0.16,0.08,0.08,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,301,0.14,0.16,0.11,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,416,0.14,0.1,0.03,0.07,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,60,4,0.14,0.09,0.06,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,647,256,0.14,0.14,0.15,-0.01,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
25,394,401,0.14,0.06,0.02,0.04,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,60,233,0.14,0.11,0.05,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,45,190,0.14,0.06,0.02,0.04,2024,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
33,71,19,0.14,0.14,0.1,0.04,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
23,632,356,0.14,0.05,0.02,0.03,2024,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,71,356,0.14,0.04,0.02,0.02,2024,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
22,552,367,0.14,0.5,0.06,0.43,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
33,71,208,0.14,0.11,0.07,0.04,2024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,60,413,0.14,0.49,0.35,0.14,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,12,0.14,0.1,0.03,0.06,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20,368,183,0.14,0.06,0.03,0.04,2024,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,108,109,0.14,0.09,0.04,0.05,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,60,217,0.14,0.1,0.08,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,197,172,0.14,0.17,0.11,0.06,2024,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,60,171,0.14,0.15,0.05,0.1,2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,201,0.14,0.09,0.07,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,95,0.14,0.13,0.06,0.08,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,416,0.14,0.17,0.04,0.14,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,343,62,0.14,0.46,0.14,0.32,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60,363,0.14,0.1,0.08,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,356,0.14,0.05,0.03,0.02,2024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
36,88,253,0.14,1.9,0.0,1.89,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,60,176,0.14,0.08,0.04,0.04,2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,224,0.14,0.07,0.03,0.05,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,257,0.14,0.05,0.03,0.02,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,60,334,0.14,0.05,0.03,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,271,0.14,0.09,0.04,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,416,0.14,0.15,0.08,0.07,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,456,212,0.14,0.09,0.05,0.04,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,198,0.14,0.09,0.09,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,332,0.14,1.95,0.36,1.59,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,237,0.14,0.18,0.13,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,198,0.14,0.09,0.05,0.05,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,88,0.14,0.08,0.02,0.06,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,554,296,0.14,0.08,0.04,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,214,119,0.14,0.11,0.22,-0.12,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,188,0.14,0.16,0.09,0.07,2024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,108,101,0.14,0.15,0.05,0.1,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,60,363,0.14,0.09,0.07,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,99,6,0.14,0.08,0.05,0.03,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,416,0.14,0.12,0.09,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,60,304,0.14,0.07,0.1,-0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,153,363,0.14,0.08,0.06,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,198,0.14,0.12,0.06,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,71,224,0.14,0.16,0.05,0.11,2024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,60,407,0.14,0.05,0.03,0.02,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,108,348,0.14,0.03,0.02,0.01,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,269,0.14,0.3,0.05,0.24,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,359,0.14,0.05,0.03,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,219,0.14,0.01,0.0,0.01,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,88,280,0.14,0.05,0.04,0.01,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4,48,205,0.14,0.05,0.05,-0.0,2024,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
36,88,237,0.14,0.11,0.06,0.05,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6,108,95,0.14,0.29,0.08,0.21,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,60,90,0.14,0.22,0.06,0.16,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,54,0.14,0.15,0.09,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15,207,221,0.14,0.14,0.09,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,398,10,0.14,0.04,0.03,0.01,2024,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
36,88,210,0.14,0.1,0.05,0.05,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
15,153,201,0.14,0.13,0.04,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,365,190,0.14,0.13,0.08,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,60,363,0.14,0.04,0.03,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,365,0.14,0.07,0.07,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
25,394,206,0.14,0.05,0.03,0.01,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,60,362,0.14,0.08,0.03,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33,71,212,0.14,0.21,0.1,0.11,2024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,60,15,0.14,0.09,0.03,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,207,0.14,0.07,0.03,0.04,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,240,109,0.14,0.13,0.09,0.04,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,208,0.14,0.19,0.1,0.08,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,257,0.14,0.05,0.04,0.02,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,60,356,0.14,0.06,0.03,0.03,2024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5,60,303,0.14,0.23,0.12,0.11,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12,481,206,0.14,0.03,0.02,0.01,2024,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,54,211,0.14,0.07,0.04,0.03,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,271,95,0.14,0.17,0.05,0.11,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,48,257,0.14,0.05,0.01,0.04,2024,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,60,221,0.14,0.13,0.01,0.12,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,321,257,0.14,0.14,0.02,0.11,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,185,204,0.14,0.14,0.14,0.0,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,380,0.14,0.07,0.05,0.02,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,217,0.14,0.08,0.06,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,206,0.14,0.05,0.04,0.01,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,120,280,0.14,0.05,0.03,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,300,0.14,0.04,0.03,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,208,0.14,0.11,0.06,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,90,0.14,0.43,0.07,0.35,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,334,0.14,0.13,0.04,0.09,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,365,103,0.14,0.12,0.04,0.08,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34,549,379,0.14,0.12,0.05,0.06,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,416,0.14,0.12,0.08,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,60,303,0.14,0.36,0.14,0.22,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,225,0.14,0.03,0.01,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,253,159,0.14,0.14,0.05,0.09,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,456,42,0.14,0.25,0.07,0.17,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,88,176,0.14,0.15,0.07,0.08,2024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,60,190,0.14,0.08,0.05,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,271,220,0.13,0.11,0.06,0.05,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,256,0.13,0.06,0.03,0.03,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,60,301,0.13,0.07,0.02,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23,248,190,0.13,0.06,0.04,0.02,2024,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
36,238,0,0.13,0.02,0.01,0.01,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,471,257,0.13,0.09,0.04,0.05,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,60,301,0.13,0.09,0.03,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,334,0.13,0.06,0.14,-0.09,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,356,0.13,0.04,0.02,0.02,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,88,206,0.13,0.03,0.02,0.01,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,60,367,0.13,0.02,0.01,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,242,0.13,0.09,0.04,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,224,0.13,0.13,0.1,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8,335,198,0.13,0.04,0.02,0.01,2024,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,343,219,0.13,0.01,0.0,0.01,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,647,34,0.13,0.11,0.07,0.04,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,94,0.13,0.1,0.05,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,326,0.13,0.06,0.04,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,301,0.13,0.05,0.03,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,212,0.13,0.09,0.06,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,201,0.13,0.07,0.03,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,212,0.13,0.1,0.04,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,348,200,0.13,0.01,0.01,0.0,2024,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5,60,301,0.13,0.12,0.03,0.09,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,357,0.13,0.11,0.09,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,326,0.13,0.08,0.06,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,198,0.13,0.06,0.05,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,88,7,0.13,0.05,0.03,0.02,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,342,0.13,0.66,0.03,0.63,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,228,225,0.13,0.03,0.02,0.01,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,248,0.13,0.13,0.1,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,232,0.13,0.04,0.02,0.02,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48,379,0.13,0.11,0.05,0.06,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,234,0.13,0.13,0.12,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,221,0.13,0.11,0.09,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,185,95,0.13,0.09,0.03,0.06,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27,156,225,0.13,0.06,0.04,0.02,2024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
36,88,221,0.13,0.15,0.08,0.07,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
15,213,74,0.13,0.04,0.03,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,60,299,0.13,0.12,0.06,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,217,0.13,0.1,0.04,0.06,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,318,0.13,0.39,0.02,0.37,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,343,207,0.13,0.05,0.01,0.04,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,212,0.13,0.07,0.04,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,647,222,0.13,0.06,0.03,0.03,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,60,90,0.13,0.21,0.09,0.11,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,218,0.13,0.07,0.03,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,586,345,0.13,0.09,0.05,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,66,0.13,0.13,0.02,0.11,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,48,90,0.13,0.11,0.08,0.03,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
31,398,401,0.13,0.06,0.03,0.03,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,60,221,0.13,0.14,0.18,-0.04,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8,335,101,0.13,0.08,0.02,0.06,2024,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5,60,305,0.13,0.09,0.12,-0.02,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,169,0.13,0.5,0.31,0.19,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11,240,109,0.13,0.11,0.06,0.05,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
31,398,225,0.13,0.04,0.02,0.02,2024,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5,60,217,0.13,0.12,0.09,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,205,0.13,0.07,0.04,0.03,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,330,0.13,0.56,0.02,0.54,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,361,356,0.13,0.05,0.02,0.03,2024,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5,60,331,0.13,0.16,0.08,0.08,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,211,0.13,0.1,0.05,0.04,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48,220,0.13,0.1,0.04,0.06,2024,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,60,271,0.13,0.1,0.07,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33,71,4,0.13,0.14,0.04,0.1,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,471,99,0.13,0.13,0.07,0.06,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,60,344,0.13,0.21,0.17,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,274,0.13,0.1,0.1,-0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,190,0.13,0.13,0.09,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,60,224,0.13,0.06,0.06,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,330,0.13,0.57,0.02,0.55,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,153,208,0.13,0.24,0.12,0.13,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,188,0.13,0.44,0.52,-0.09,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6,108,383,0.13,0.12,0.08,0.04,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,563,155,0.13,0.06,0.05,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,88,232,0.13,0.03,0.01,0.02,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
4,48,186,0.13,0.13,0.08,0.05,2024,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,343,417,0.13,0.12,0.06,0.06,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,48,296,0.13,0.04,0.03,0.01,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,256,0.13,0.19,0.1,0.09,2024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,60,198,0.13,0.06,0.05,0.02,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,217,0.13,0.14,0.06,0.08,2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,109,0.13,0.84,0.38,0.46,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,334,0.13,0.08,0.04,0.04,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,231,20,0.13,0.03,0.02,0.01,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5,60,247,0.13,0.1,0.07,0.03,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,338,0.13,0.07,0.03,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,647,224,0.13,0.08,0.1,-0.02,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
15,120,206,0.13,0.11,0.04,0.07,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,143,0.13,0.11,0.06,0.05,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,403,0.13,0.13,0.04,0.08,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,238,205,0.13,0.08,0.02,0.06,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,60,271,0.13,0.05,0.04,0.01,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,153,90,0.13,0.13,0.03,0.11,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15,153,19,0.13,0.16,0.08,0.08,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
33,197,257,0.13,0.17,0.13,0.04,2024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,60,330,0.13,1.6,0.39,1.21,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,330,0.13,0.54,0.02,0.52,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,221,0.13,0.05,0.01,0.04,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,303,0.13,0.16,0.04,0.13,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
